key	campaign_key	faction_key	indent	technology_key	technology_node_set	tier	research_points_required	cost_per_round	food_cost	optional_ui_group	resource_cost	required_parents	pixel_offset_x	pixel_offset_y
rhox_beorg_tech_nor_nw_21			7	wh_dlc08_tech_nor_nw_21	nur_rotbloods_tech	11	100	0	0			0	0	0
rhox_beorg_tech_nor_other_01			4	wh_dlc08_tech_nor_other_01	nur_rotbloods_tech	3	300	0	0			0	0	0
rhox_beorg_tech_nor_other_02			3	wh_dlc08_tech_nor_other_02	nur_rotbloods_tech	4	800	0	0			0	0	0
rhox_beorg_tech_nor_other_03			4	wh_dlc08_tech_nor_other_03	nur_rotbloods_tech	4	500	0	0			0	0	0
rhox_beorg_tech_nor_other_04			5	wh_dlc08_tech_nor_other_04	nur_rotbloods_tech	4	500	0	0			0	0	0
rhox_beorg_tech_nor_other_05			4	wh_dlc08_tech_nor_other_05	nur_rotbloods_tech	5	800	0	0			0	0	0
rhox_beorg_tech_nor_other_06			2	wh_dlc08_tech_nor_other_06	nur_rotbloods_tech	6	1000	0	0			0	0	0
rhox_beorg_tech_nor_other_07			1	wh_dlc08_tech_nor_other_07	nur_rotbloods_tech	7	1500	0	0			0	0	0
rhox_beorg_tech_nor_other_08			1	wh_dlc08_tech_nor_other_08	nur_rotbloods_tech	8	100	0	0			0	0	0
rhox_beorg_tech_nor_other_09			2	wh_dlc08_tech_nor_other_09	nur_rotbloods_tech	7	1500	0	0			0	0	0
rhox_beorg_tech_nor_other_10			2	wh_dlc08_tech_nor_other_10	nur_rotbloods_tech	8	100	0	0			0	0	0
rhox_beorg_tech_nor_other_11			3	wh_dlc08_tech_nor_other_11	nur_rotbloods_tech	7	1500	0	0			0	0	0
rhox_beorg_tech_nor_other_12			3	wh_dlc08_tech_nor_other_12	nur_rotbloods_tech	8	100	0	0			0	0	0
rhox_beorg_tech_nor_other_13			6	wh_dlc08_tech_nor_other_13	nur_rotbloods_tech	6	1000	0	0			0	0	0
rhox_beorg_tech_nor_other_14			5	wh_dlc08_tech_nor_other_14	nur_rotbloods_tech	7	1500	0	0			0	0	0
rhox_beorg_tech_nor_other_15			5	wh_dlc08_tech_nor_other_15	nur_rotbloods_tech	8	100	0	0			0	0	0
rhox_beorg_tech_nor_other_16			6	wh_dlc08_tech_nor_other_16	nur_rotbloods_tech	7	1500	0	0			0	0	0
rhox_beorg_tech_nor_other_17			6	wh_dlc08_tech_nor_other_17	nur_rotbloods_tech	8	100	0	0			0	0	0
rhox_beorg_tech_nor_other_18			7	wh_dlc08_tech_nor_other_18	nur_rotbloods_tech	7	1500	0	0			0	0	0
rhox_beorg_tech_nor_other_19			7	wh_dlc08_tech_nor_other_19	nur_rotbloods_tech	8	100	0	0			0	0	0
rhox_beorg_tech_nor_other_20			0	wh_dlc08_tech_nor_other_20	nur_rotbloods_tech	7	1500	0	0			0	0	0
rhox_beorg_tech_nor_other_21			0	wh_dlc08_tech_nor_other_21	nur_rotbloods_tech	8	100	0	0			0	0	0
nur_rotbloods_tech			18	wh_main_tech_dwf_civ_0_2	rhox_beorg_dump	1	999999	0	0			0	0	0
