id	group	priority
diplomacy_FactionGroup_HE_Princess_Faction_GateGuards_&_OtherFactionEmpire_&_Positive	diplomacy_FactionGroup_HE_Prince2_&_OtherFactionEmpire_&_Positive	26.0000
diplomacy_FactionGroup_HE_Princess_Faction_GateGuards_&_OtherFactionGreenskin	diplomacy_FactionGroup_HE_Prince2_&_OtherFactionGreenskin	10.0000
diplomacy_FactionGroup_HE_Princess_Faction_GateGuards_&_OtherFactionGreenskin_&_Negative	diplomacy_FactionGroup_HE_Prince2_&_OtherFactionGreenskin_&_Negative	26.0000
diplomacy_FactionGroup_HE_Princess_Faction_GateGuards_&_OtherFactionGreenskin_&_Positive	diplomacy_FactionGroup_HE_Prince2_&_OtherFactionGreenskin_&_Positive	26.0000
diplomacy_FactionGroup_HE_Princess_Faction_GateGuards_&_OtherFactionHighElves	diplomacy_FactionGroup_HE_Prince2_&_OtherFactionHighElves	10.0000
diplomacy_FactionGroup_HE_Princess_Faction_GateGuards_&_OtherFactionHighElves_&_Negative	diplomacy_FactionGroup_HE_Prince2_&_OtherFactionHighElves_&_Negative	26.0000
diplomacy_FactionGroup_HE_Princess_Faction_GateGuards_&_OtherFactionHighElves_&_Positive	diplomacy_FactionGroup_HE_Prince2_&_OtherFactionHighElves_&_Positive	26.0000
diplomacy_FactionGroup_HE_Princess_Faction_GateGuards_&_OtherFactionLizardmen	diplomacy_FactionGroup_HE_Prince2_&_OtherFactionLizardmen	10.0000
diplomacy_FactionGroup_HE_Princess_Faction_GateGuards_&_OtherFactionLizardmen_&_Negative	diplomacy_FactionGroup_HE_Prince2_&_OtherFactionLizardmen_&_Negative	26.0000
diplomacy_FactionGroup_HE_Princess_Faction_GateGuards_&_OtherFactionLizardmen_&_Positive	diplomacy_FactionGroup_HE_Prince2_&_OtherFactionLizardmen_&_Positive	26.0000
diplomacy_FactionGroup_HE_Princess_Faction_GateGuards_&_OtherFactionSkaven	diplomacy_FactionGroup_HE_Prince2_&_OtherFactionSkaven	10.0000
diplomacy_FactionGroup_HE_Princess_Faction_GateGuards_&_OtherFactionSkaven_&_Negative	diplomacy_FactionGroup_HE_Prince2_&_OtherFactionSkaven_&_Negative	26.0000
diplomacy_FactionGroup_HE_Princess_Faction_GateGuards_&_OtherFactionSkaven_&_Positive	diplomacy_FactionGroup_HE_Prince2_&_OtherFactionSkaven_&_Positive	26.0000
diplomacy_FactionGroup_HE_Princess_Faction_GateGuards_&_OtherFactionTombKings	diplomacy_FactionGroup_HE_Prince2_&_OtherFactionTombKings	10.0000
diplomacy_FactionGroup_HE_Princess_Faction_GateGuards_&_OtherFactionTombKings_&_Negative	diplomacy_FactionGroup_HE_Prince2_&_OtherFactionTombKings_&_Negative	26.0000
diplomacy_FactionGroup_HE_Princess_Faction_GateGuards_&_OtherFactionTombKings_&_Positive	diplomacy_FactionGroup_HE_Prince2_&_OtherFactionTombKings_&_Positive	26.0000
diplomacy_FactionGroup_HE_Princess_Faction_GateGuards_&_OtherFactionVamp	diplomacy_FactionGroup_HE_Prince2_&_OtherFactionVamp	10.0000
diplomacy_FactionGroup_HE_Princess_Faction_GateGuards_&_OtherFactionVamp_&_Negative	diplomacy_FactionGroup_HE_Prince2_&_OtherFactionVamp_&_Negative	26.0000
diplomacy_FactionGroup_HE_Princess_Faction_GateGuards_&_OtherFactionVamp_&_Positive	diplomacy_FactionGroup_HE_Prince2_&_OtherFactionVamp_&_Positive	26.0000
diplomacy_FactionGroup_HE_Princess_Faction_GateGuards_&_OtherFactionWoodElves	diplomacy_FactionGroup_HE_Prince2_&_OtherFactionWoodElves	10.0000
diplomacy_FactionGroup_HE_Princess_Faction_GateGuards_&_OtherFactionWoodElves_&_Negative	diplomacy_FactionGroup_HE_Prince2_&_OtherFactionWoodElves_&_Negative	26.0000
diplomacy_FactionGroup_HE_Princess_Faction_GateGuards_&_OtherFactionWoodElves_&_Positive	diplomacy_FactionGroup_HE_Prince2_&_OtherFactionWoodElves_&_Positive	26.0000
diplomacy_FactionGroup_HE_Princess_Faction_GateGuards_&_Positive	diplomacy_FactionGroup_HE_Prince2_&_Positive	25.0000
