building	effect	context_requirement	effect_scope	value	value_damaged	value_ruined
rhox_valbrand_nor_settlement_major_2	wh3_main_effect_corruption_chaos_buildings		force_to_province_own	2.0000	2.0000	0.0000
rhox_valbrand_nor_settlement_major_2	wh_main_effect_construction_slot_multiple_dummy		this_building	2.0000	2.0000	2.0000
rhox_valbrand_nor_settlement_major_2	wh_main_effect_economy_gdp_subsistance		force_to_force_building	40.0000	20.0000	0.0000
rhox_valbrand_nor_settlement_major_2	wh_main_effect_hordebuilding_growth_core		force_to_force_own	20.0000	10.0000	0.0000
rhox_valbrand_nor_settlement_major_2	wh_main_effect_force_all_recruitment_points		force_to_force_own	3.0000	1.0000	1.0000
rhox_valbrand_nor_settlement_major_3	wh3_main_effect_corruption_chaos_buildings		force_to_province_own	2.0000	2.0000	0.0000
rhox_valbrand_nor_settlement_major_3	wh_main_effect_construction_slot_multiple_dummy		this_building	3.0000	3.0000	3.0000
rhox_valbrand_nor_settlement_major_3	wh_main_effect_economy_gdp_subsistance		force_to_force_building	60.0000	30.0000	0.0000
rhox_valbrand_nor_settlement_major_3	wh_main_effect_hordebuilding_growth_core		force_to_force_own	30.0000	15.0000	0.0000
rhox_valbrand_nor_settlement_major_3	wh_main_effect_force_all_recruitment_points		force_to_force_own	4.0000	1.0000	1.0000
rhox_valbrand_nor_settlement_major_4	wh3_main_effect_corruption_chaos_buildings		force_to_province_own	2.0000	2.0000	0.0000
rhox_valbrand_nor_settlement_major_4	wh_main_effect_construction_slot_multiple_dummy		this_building	4.0000	4.0000	4.0000
rhox_valbrand_nor_settlement_major_4	wh_main_effect_economy_gdp_subsistance		force_to_force_building	80.0000	40.0000	0.0000
rhox_valbrand_nor_settlement_major_4	wh_main_effect_hordebuilding_growth_core		force_to_force_own	40.0000	20.0000	0.0000
rhox_valbrand_nor_settlement_major_4	wh_main_effect_force_all_recruitment_points		force_to_force_own	5.0000	1.0000	1.0000
rhox_valbrand_nor_settlement_major_5	wh3_main_effect_corruption_chaos_buildings		force_to_province_own	2.0000	2.0000	0.0000
rhox_valbrand_nor_settlement_major_5	wh_main_effect_construction_slot_multiple_dummy		this_building	5.0000	5.0000	5.0000
rhox_valbrand_nor_settlement_major_5	wh_main_effect_economy_gdp_subsistance		force_to_force_building	100.0000	50.0000	0.0000
rhox_valbrand_nor_settlement_major_5	wh_main_effect_hordebuilding_growth_core		force_to_force_own	50.0000	25.0000	0.0000
rhox_valbrand_nor_settlement_major_5	wh_main_effect_force_all_recruitment_points		force_to_force_own	6.0000	1.0000	1.0000
rhox_valbrand_nor_slaves_1	wh_main_effect_economy_gdp_subsistance		force_to_force_building	50.0000	25.0000	0.0000
rhox_valbrand_nor_slaves_2	wh_main_effect_economy_gdp_subsistance		force_to_force_building	100.0000	50.0000	0.0000
rhox_valbrand_nor_slaves_3	wh_main_effect_economy_gdp_subsistance		force_to_force_building	150.0000	75.0000	0.0000
rhox_valbrand_nor_slaves_1	wh3_main_pooled_resource_def_slaves_buildings_gained		building_to_faction_own	20.0000	0.0000	0.0000
rhox_valbrand_nor_slaves_2	wh3_main_pooled_resource_def_slaves_buildings_gained		building_to_faction_own	40.0000	0.0000	0.0000
rhox_valbrand_nor_slaves_3	wh3_main_pooled_resource_def_slaves_buildings_gained		building_to_faction_own	80.0000	0.0000	0.0000
rhox_valbrand_nor_smith_1	wh_main_effect_force_all_campaign_recruitment_cost_all		force_to_force_own	-5.0000	-2.0000	0.0000
rhox_valbrand_nor_smith_1	wh_main_effect_force_all_recruitment_points		force_to_force_own	1.0000	1.0000	0.0000
rhox_valbrand_nor_smith_2	wh_main_effect_force_all_campaign_recruitment_cost_all		force_to_force_own	-10.0000	-5.0000	0.0000
rhox_valbrand_nor_smith_2	wh_main_effect_force_all_recruitment_points		force_to_force_own	2.0000	2.0000	0.0000
rhox_valbrand_nor_smith_3	wh_main_effect_force_all_campaign_recruitment_cost_all		force_to_force_own	-15.0000	-7.0000	0.0000
rhox_valbrand_nor_smith_3	wh_main_effect_force_all_recruitment_points		force_to_force_own	2.0000	2.0000	0.0000
rhox_valbrand_nor_walls_1	wh_main_effect_force_stat_melee_attack		force_to_force_own_all_units	2.0000	2.0000	0.0000
rhox_valbrand_nor_walls_1	wh_main_effect_force_stat_melee_defence		force_to_force_own_all_units	2.0000	2.0000	0.0000
rhox_valbrand_nor_walls_1	wh_main_effect_force_all_campaign_upkeep		force_to_force_own	-15.0000	-5.0000	0.0000
rhox_valbrand_nor_walls_2	wh_main_effect_force_stat_melee_attack		force_to_force_own_all_units	4.0000	4.0000	0.0000
rhox_valbrand_nor_walls_2	wh_main_effect_force_stat_melee_defence		force_to_force_own_all_units	4.0000	4.0000	0.0000
rhox_valbrand_nor_walls_2	wh_main_effect_force_all_campaign_upkeep		force_to_force_own	-20.0000	-5.0000	0.0000
rhox_valbrand_nor_walls_3	wh_main_effect_force_stat_melee_attack		force_to_force_own_all_units	6.0000	6.0000	0.0000
rhox_valbrand_nor_walls_3	wh_main_effect_force_stat_melee_defence		force_to_force_own_all_units	6.0000	6.0000	0.0000
rhox_valbrand_nor_walls_3	wh_main_effect_force_all_campaign_upkeep		force_to_force_own	-25.0000	-5.0000	0.0000
rhox_valbrand_nor_worship_1	wh3_main_effect_corruption_chaos_buildings		force_to_province_own	2.0000	1.0000	0.0000
rhox_valbrand_nor_worship_2	wh3_main_effect_corruption_chaos_buildings		force_to_province_own	3.0000	2.0000	0.0000
rhox_valbrand_nor_worship_2	wh_dlc08_effect_agent_cap_increase_wizard		faction_to_faction_own_unseen	1.0000	1.0000	0.0000
rhox_valbrand_nor_worship_2	wh_dlc08_effect_agent_enable_recruitment_wizard_norsca		force_to_force_own	1.0000	1.0000	0.0000
rhox_valbrand_nor_worship_3	wh3_main_effect_corruption_chaos_buildings		force_to_province_own	4.0000	2.0000	0.0000
rhox_valbrand_nor_worship_3	wh_dlc08_effect_agent_cap_increase_wizard		faction_to_faction_own_unseen	1.0000	1.0000	0.0000
rhox_valbrand_nor_worship_3	wh_dlc08_effect_agent_enable_recruitment_wizard_norsca		force_to_force_own	1.0000	1.0000	0.0000
rhox_valbrand_nor_worship_4	wh3_main_effect_corruption_chaos_buildings		force_to_province_own	5.0000	3.0000	0.0000
rhox_valbrand_nor_worship_4	wh_dlc08_effect_agent_cap_increase_wizard		faction_to_faction_own_unseen	1.0000	1.0000	0.0000
rhox_valbrand_nor_worship_4	wh_dlc08_effect_agent_enable_recruitment_wizard_norsca		force_to_force_own	1.0000	1.0000	0.0000
rhox_valbrand_nor_worship_4	wh_main_faction_xp_increase_generals		force_to_force_own_factionwide	1.0000	1.0000	0.0000
