id	art_set_id	level	age	portrait	season	uniform	card	info	sea_uniform	navy_uniform	land_animation	sea_animation	navy_animation	land_animation_vfx_filter	sea_animation_vfx_filter	navy_animation_vfx_filter
272250342	rhox_torinubar_convoy_01	0	0		none	wh2_main_uniform_hef_prince_01			wh2_main_campaign_hef_ship_transport	wh2_main_campaign_hef_ship_transport	cam_hu1d_elf_sword_and_shield	cam_medium_ship_05	cam_medium_ship_05	0	0	0
272250343	rhox_torinubar_convoy_02	0	0		none	wh2_main_uniform_hef_prince_02			wh2_main_campaign_hef_ship_transport	wh2_main_campaign_hef_ship_transport	cam_hu1d_elf_sword_and_shield	cam_medium_ship_05	cam_medium_ship_05	0	0	0
272250344	rhox_torinubar_convoy_03	0	0		none	wh2_main_uniform_hef_prince_03			wh2_main_campaign_hef_ship_transport	wh2_main_campaign_hef_ship_transport	cam_hu1d_elf_sword_and_shield	cam_medium_ship_05	cam_medium_ship_05	0	0	0
272250345	rhox_torinubar_convoy_04	0	0		none	wh2_main_uniform_hef_prince_04			wh2_main_campaign_hef_ship_transport	wh2_main_campaign_hef_ship_transport	cam_hu1d_elf_sword_and_shield	cam_medium_ship_05	cam_medium_ship_05	0	0	0
272250346	rhox_hrothyogg_recruiter	0	0		none	rhox_ogr_diplomat			wh3_uniform_ogr_ship_agent	wh3_uniform_ogr_ship_agent	cam_hero_hu13_wh3_ogre_handblade_and_ironfist	cam_ogr_ship_01	cam_ogr_ship_01	0	0	0
272250347	rhox_dolmance_art_set_chs_sorcerer_slaanesh_msla_01	0	0		none	wh3_dlc20_uniform_chs_chaos_sorcerer_msla_01			wh3_uniform_sla_ship_agent	wh3_uniform_sla_ship_agent	cam_hu1c_chaos_staff_and_sword	cam_slaaneshship_01	cam_slaaneshship_01	165	0	0
272250348	rhox_dolmance_art_set_chs_sorcerer_slaanesh_msla_02	0	0		none	wh3_dlc20_uniform_chs_chaos_sorcerer_msla_02			wh3_uniform_sla_ship_agent	wh3_uniform_sla_ship_agent	cam_hu1c_chaos_staff_and_sword	cam_slaaneshship_01	cam_slaaneshship_01	165	0	0
272250349	rhox_dolmance_art_set_chs_sorcerer_slaanesh_msla_03	0	0		none	wh3_dlc20_uniform_chs_chaos_sorcerer_msla_03			wh3_uniform_sla_ship_agent	wh3_uniform_sla_ship_agent	cam_hu1c_chaos_staff_and_sword	cam_slaaneshship_01	cam_slaaneshship_01	165	0	0
272250350	rhox_dolmance_art_set_chs_sorcerer_slaanesh_msla_04	0	0		none	wh3_dlc20_uniform_chs_chaos_sorcerer_msla_04			wh3_uniform_sla_ship_agent	wh3_uniform_sla_ship_agent	cam_hu1c_chaos_staff_and_sword	cam_slaaneshship_01	cam_slaaneshship_01	165	0	0
272250351	rhox_dolmance_art_set_chs_sorcerer_slaanesh_msla_05	0	0		none	wh3_dlc20_uniform_chs_chaos_sorcerer_msla_05			wh3_uniform_sla_ship_agent	wh3_uniform_sla_ship_agent	cam_hu1c_chaos_staff_and_sword	cam_slaaneshship_01	cam_slaaneshship_01	165	0	0
272250352	rhox_dolmance_art_set_chs_sorcerer_shadows_msla_01	0	0		none	wh3_dlc20_uniform_chs_chaos_sorcerer_msla_01			wh3_uniform_sla_ship_agent	wh3_uniform_sla_ship_agent	cam_hu1c_chaos_staff_and_sword	cam_slaaneshship_01	cam_slaaneshship_01	166	0	0
272250353	rhox_dolmance_art_set_chs_sorcerer_shadows_msla_02	0	0		none	wh3_dlc20_uniform_chs_chaos_sorcerer_msla_02			wh3_uniform_sla_ship_agent	wh3_uniform_sla_ship_agent	cam_hu1c_chaos_staff_and_sword	cam_slaaneshship_01	cam_slaaneshship_01	166	0	0
272250354	rhox_dolmance_art_set_chs_sorcerer_shadows_msla_03	0	0		none	wh3_dlc20_uniform_chs_chaos_sorcerer_msla_03			wh3_uniform_sla_ship_agent	wh3_uniform_sla_ship_agent	cam_hu1c_chaos_staff_and_sword	cam_slaaneshship_01	cam_slaaneshship_01	166	0	0
272250355	rhox_dolmance_art_set_chs_sorcerer_shadows_msla_04	0	0		none	wh3_dlc20_uniform_chs_chaos_sorcerer_msla_04			wh3_uniform_sla_ship_agent	wh3_uniform_sla_ship_agent	cam_hu1c_chaos_staff_and_sword	cam_slaaneshship_01	cam_slaaneshship_01	166	0	0
272250356	rhox_dolmance_art_set_chs_sorcerer_shadows_msla_05	0	0		none	wh3_dlc20_uniform_chs_chaos_sorcerer_msla_05			wh3_uniform_sla_ship_agent	wh3_uniform_sla_ship_agent	cam_hu1c_chaos_staff_and_sword	cam_slaaneshship_01	cam_slaaneshship_01	166	0	0
723188952	hkrul_rhobb	0	0		none	hkrul_uniform_rhobb			wh_main_campaign_dwf_ship_light	wh_main_campaign_dwf_ship_heavy	cam_hu3_dwarf_axe_shield_and_crossbow	cam_light_ship_03	cam_heavy_ship_03	0	0	0
723188953	hkrul_thulgrim	0	0		none	hkrul_uniform_thulgrim			wh_main_campaign_dwf_ship_light	wh_main_campaign_dwf_ship_heavy	cam_hu3_dwarf_axe_shield_and_crossbow	cam_light_ship_03	cam_heavy_ship_03	0	0	0
723188954	hkrul_shaz	0	0		none	hkrul_shaz			wh_main_campaign_dwf_ship_light	wh_main_campaign_dwf_ship_heavy	cam_hu3_dwarf_axe_shield_and_crossbow	cam_light_ship_03	cam_heavy_ship_03	0	0	0
201735222	hkrul_oerl	0	0		none	hkrul_oerl			wh_dlc08_campaign_nor_ship_transport	wh_dlc08_campaign_nor_ship_transport	cam_hu1c_oerl	cam_transport_ship_05	cam_transport_ship_05	0	0	0
