faction	stance
rhox_nor_ravenblessed	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
rhox_nor_ravenblessed	MILITARY_FORCE_ACTIVE_STANCE_TYPE_ASSEMBLE_FLEET
rhox_nor_ravenblessed	MILITARY_FORCE_ACTIVE_STANCE_TYPE_DEFAULT
rhox_nor_ravenblessed	MILITARY_FORCE_ACTIVE_STANCE_TYPE_DOUBLE_TIME
rhox_nor_ravenblessed	MILITARY_FORCE_ACTIVE_STANCE_TYPE_LAND_RAID
rhox_nor_ravenblessed	MILITARY_FORCE_ACTIVE_STANCE_TYPE_MARCH
rhox_nor_ravenblessed	MILITARY_FORCE_ACTIVE_STANCE_TYPE_MUSTER
rhox_nor_ravenblessed	MILITARY_FORCE_ACTIVE_STANCE_TYPE_SEA_RAID
rhox_nor_ravenblessed	MILITARY_FORCE_ACTIVE_STANCE_TYPE_SET_CAMP_RAIDING
rhox_nor_khazags	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
rhox_nor_khazags	MILITARY_FORCE_ACTIVE_STANCE_TYPE_ASSEMBLE_FLEET
rhox_nor_khazags	MILITARY_FORCE_ACTIVE_STANCE_TYPE_DEFAULT
rhox_nor_khazags	MILITARY_FORCE_ACTIVE_STANCE_TYPE_DOUBLE_TIME
rhox_nor_khazags	MILITARY_FORCE_ACTIVE_STANCE_TYPE_LAND_RAID
rhox_nor_khazags	MILITARY_FORCE_ACTIVE_STANCE_TYPE_MARCH
rhox_nor_khazags	MILITARY_FORCE_ACTIVE_STANCE_TYPE_MUSTER
rhox_nor_khazags	MILITARY_FORCE_ACTIVE_STANCE_TYPE_SEA_RAID
rhox_nor_khazags	MILITARY_FORCE_ACTIVE_STANCE_TYPE_SET_CAMP_RAIDING
rhox_chs_the_deathswords	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
rhox_chs_the_deathswords	MILITARY_FORCE_ACTIVE_STANCE_TYPE_ASSEMBLE_FLEET
rhox_chs_the_deathswords	MILITARY_FORCE_ACTIVE_STANCE_TYPE_CHANNELING
rhox_chs_the_deathswords	MILITARY_FORCE_ACTIVE_STANCE_TYPE_DEFAULT
rhox_chs_the_deathswords	MILITARY_FORCE_ACTIVE_STANCE_TYPE_DOUBLE_TIME
rhox_chs_the_deathswords	MILITARY_FORCE_ACTIVE_STANCE_TYPE_LAND_RAID
rhox_chs_the_deathswords	MILITARY_FORCE_ACTIVE_STANCE_TYPE_MARCH
rhox_chs_the_deathswords	MILITARY_FORCE_ACTIVE_STANCE_TYPE_MUSTER
rhox_chs_the_deathswords	MILITARY_FORCE_ACTIVE_STANCE_TYPE_SEA_RAID
rhox_chs_the_deathswords	MILITARY_FORCE_ACTIVE_STANCE_TYPE_SETTLE
rhox_chs_the_deathswords	MILITARY_FORCE_ACTIVE_STANCE_TYPE_SET_CAMP
rhox_wef_far_away_forest	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
rhox_wef_far_away_forest	MILITARY_FORCE_ACTIVE_STANCE_TYPE_ASSEMBLE_FLEET
rhox_wef_far_away_forest	MILITARY_FORCE_ACTIVE_STANCE_TYPE_DEFAULT
rhox_wef_far_away_forest	MILITARY_FORCE_ACTIVE_STANCE_TYPE_DOUBLE_TIME
rhox_wef_far_away_forest	MILITARY_FORCE_ACTIVE_STANCE_TYPE_LAND_RAID
rhox_wef_far_away_forest	MILITARY_FORCE_ACTIVE_STANCE_TYPE_MARCH
rhox_wef_far_away_forest	MILITARY_FORCE_ACTIVE_STANCE_TYPE_MUSTER
rhox_wef_far_away_forest	MILITARY_FORCE_ACTIVE_STANCE_TYPE_SEA_RAID
rhox_wef_far_away_forest	MILITARY_FORCE_ACTIVE_STANCE_TYPE_SET_CAMP
rhox_wef_far_away_forest	MILITARY_FORCE_ACTIVE_STANCE_TYPE_TUNNELING
rhox_kho_destroyers_of_khorne	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
rhox_kho_destroyers_of_khorne	MILITARY_FORCE_ACTIVE_STANCE_TYPE_ASSEMBLE_FLEET
rhox_kho_destroyers_of_khorne	MILITARY_FORCE_ACTIVE_STANCE_TYPE_CHANNELING
rhox_kho_destroyers_of_khorne	MILITARY_FORCE_ACTIVE_STANCE_TYPE_DEFAULT
rhox_kho_destroyers_of_khorne	MILITARY_FORCE_ACTIVE_STANCE_TYPE_DOUBLE_TIME
rhox_kho_destroyers_of_khorne	MILITARY_FORCE_ACTIVE_STANCE_TYPE_LAND_RAID
rhox_kho_destroyers_of_khorne	MILITARY_FORCE_ACTIVE_STANCE_TYPE_MARCH
rhox_kho_destroyers_of_khorne	MILITARY_FORCE_ACTIVE_STANCE_TYPE_MUSTER
rhox_kho_destroyers_of_khorne	MILITARY_FORCE_ACTIVE_STANCE_TYPE_SEA_RAID
rhox_kho_destroyers_of_khorne	MILITARY_FORCE_ACTIVE_STANCE_TYPE_SET_CAMP
rhox_vmp_the_everliving	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
rhox_vmp_the_everliving	MILITARY_FORCE_ACTIVE_STANCE_TYPE_ASSEMBLE_FLEET
rhox_vmp_the_everliving	MILITARY_FORCE_ACTIVE_STANCE_TYPE_CHANNELING
rhox_vmp_the_everliving	MILITARY_FORCE_ACTIVE_STANCE_TYPE_DEFAULT
rhox_vmp_the_everliving	MILITARY_FORCE_ACTIVE_STANCE_TYPE_DOUBLE_TIME
rhox_vmp_the_everliving	MILITARY_FORCE_ACTIVE_STANCE_TYPE_LAND_RAID
rhox_vmp_the_everliving	MILITARY_FORCE_ACTIVE_STANCE_TYPE_MARCH
rhox_vmp_the_everliving	MILITARY_FORCE_ACTIVE_STANCE_TYPE_MUSTER
rhox_vmp_the_everliving	MILITARY_FORCE_ACTIVE_STANCE_TYPE_SEA_RAID
rhox_def_key_keepers	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
rhox_def_key_keepers	MILITARY_FORCE_ACTIVE_STANCE_TYPE_ASSEMBLE_FLEET
rhox_def_key_keepers	MILITARY_FORCE_ACTIVE_STANCE_TYPE_CHANNELING
rhox_def_key_keepers	MILITARY_FORCE_ACTIVE_STANCE_TYPE_DEFAULT
rhox_def_key_keepers	MILITARY_FORCE_ACTIVE_STANCE_TYPE_DOUBLE_TIME
rhox_def_key_keepers	MILITARY_FORCE_ACTIVE_STANCE_TYPE_LAND_RAID
rhox_def_key_keepers	MILITARY_FORCE_ACTIVE_STANCE_TYPE_MARCH
rhox_def_key_keepers	MILITARY_FORCE_ACTIVE_STANCE_TYPE_MUSTER
rhox_def_key_keepers	MILITARY_FORCE_ACTIVE_STANCE_TYPE_PATROL
rhox_def_key_keepers	MILITARY_FORCE_ACTIVE_STANCE_TYPE_SEA_RAID
