key	owner_bundle	faction_swapping_id	hidden_settlement_override	terrain_patch_area	unnamed colour group_1
cr_combi_region_zermuda		emp	false		265676
cr_combi_region_bone_island_coast		emp	false		000000
cr_combi_region_coast_of_cathay		emp	false		000000
cr_combi_region_coast_of_khuresh		emp	false		000000
cr_combi_region_melay_coast		emp	false		000000
cr_combi_region_sea_of_elithis		emp	false		000000
cr_combi_region_sea_of_nippon		emp	false		000000
cr_combi_region_sea_of_nippon_south		emp	false		000000
cr_combi_region_seagrave		emp	false		000000
cr_combi_region_south_jade_sea		emp	false		000000
cr_combi_region_southern_straits_of_the_jade_sea		emp	false		000000
cr_combi_region_straits_of_calith		emp	false		000000
cr_combi_region_thorkinsons_coast		emp	false		000000
cr_combi_region_zermuda_triangle		emp	false		000000
cr_combi_region_coast_of_lyonesse		emp	false		000000
cr_combi_region_sunken_lands		emp	false		000000
cr_combi_region_sundered_strand		emp	false		000000
cr_combi_region_ind_river		emp	false		000000
cr_combi_region_sea_of_ind		emp	false		000000
cr_combi_region_pridvarkar		emp	false		200965
cr_combi_region_monkeys_altar		emp	false		414736
cr_combi_region_aranyas_glade		emp	false		027257
cr_combi_region_rajyapuram		emp	false		403782
cr_combi_region_pituhiccha		emp	false		490152
cr_combi_region_rtanagram		emp	false		608085
cr_combi_region_temple_of_brahmir		emp	false		910170
cr_combi_region_suryapuri		emp	false		528711
cr_combi_region_tarangnagar		emp	false		624661
cr_combi_region_lions_den		emp	false		6DB46B
cr_combi_region_nandakshi		emp	false		598344
cr_combi_region_caves_of_fire		emp	false		680292
cr_combi_region_shantivara		emp	false		399333
cr_combi_region_himaranya		emp	false		826731
cr_combi_region_temple_of_shear_khawn		emp	false		072777
cr_combi_region_vajrapur		emp	false		552359
cr_combi_region_temple_of_gilgadresh		emp	false		422925
cr_combi_region_bandaragha		emp	false		855685
cr_combi_region_pubjiwanpur		emp	false		B2BFD1
cr_combi_region_somnagiri		emp	false		4BE5C4
cr_combi_region_bistdarah		emp	false		DEBC0B
cr_combi_region_matrdayam		emp	false		376780
cr_combi_region_eye_of_the_tiger		emp	false		09F91F
cr_combi_region_chandrahara		emp	false		3727F3
cr_combi_region_city_of_spires		emp	false		2F4660
cr_combi_region_varindapur		emp	false		8793F3
cr_combi_region_raakhse		emp	false		845BC7
cr_combi_region_vrindavanis		emp	false		219838
cr_combi_region_lumbria_1_1		emp	false		403274
cr_combi_region_lumbria_1_2		emp	false		1A51F4
cr_combi_region_lumbria_1_3		emp	false		EA2F26
cr_combi_region_sea_of_lumbria		emp	false		000000
cr_combi_region_avags_camp		emp	false		15BFDC
cr_combi_region_hobhome		emp	false		936296
cr_combi_region_khazags_khural		emp	false		1EAFDB
cr_combi_region_kuj_encampment		emp	false		29A25C
cr_combi_region_man_churia		emp	false		4EE14B
cr_combi_region_nine_graves		emp	false		D1807F
cr_combi_region_oglai_khans_folly		emp	false		FBAD95
cr_combi_region_seagrave_port		emp	false		AB0A95
cr_combi_region_the_bloodrift		emp	false		8F1C52
cr_combi_region_the_mawhunt		emp	false		B537FF
cr_combi_region_tokmars_encampment		emp	false		0F2B70
cr_combi_region_tomb_of_the_barking_dogs		emp	false		645FEA
cr_combi_region_tong_war_monolith		emp	false		F0DA7D
cr_combi_region_wei_tu_encampment		emp	false		F1372D
cr_combi_region_wo_camp		emp	false		691193
cr_combi_region_xeich_lus_last_stand		emp	false		DB8F62
cr_combi_region_yusak_camp		emp	false		A40693
cr_combi_region_ten_thousand_blades		emp	false		EEB433
cr_combi_region_monolith_of_ana_mung		emp	false		4E656F
cr_combi_region_ulthspars_bloodgrounds		emp	false		C1A93E
cr_combi_region_chi_an_encampment		emp	false		B57851
cr_combi_region_the_cauldron		emp	false		06BCD3
cr_combi_region_sul_encampment		emp	false		5E86B9
cr_combi_region_idol_of_shaarnor		emp	false		016C7D
cr_combi_region_shrine_of_ellinill		emp	false		04D872
cr_combi_region_seifan_encampment		emp	false		3EE94F
cr_combi_region_vaan_encampment		emp	false		1AD71D
cr_combi_region_muhaks_encampment		emp	false		D642C6
cr_combi_region_veh_kung_encampment		emp	false		AC5E12
cr_combi_region_monolith_of_seizask		emp	false		A9DD1A
cr_combi_region_doom_crag		emp	false		F964DD
cr_combi_region_gahhuks_encampment		emp	false		A27270
cr_combi_region_kharakorsi		emp	false		678054
cr_combi_region_hellcade_drove		emp	false		C33970
cr_combi_region_tsavags_forge		emp	false		482EC4
cr_combi_region_dolgan_encampment		emp	false		9EECA0
cr_combi_region_zerulous		emp	false		2FBA8B
cr_combi_region_great_rasputia		emp	false		55D43E
cr_combi_region_city_of_splinters		emp	false		AB760A
cr_combi_region_red_abyss		emp	false		3949E0
cr_combi_region_monolith_of_uzelek		emp	false		D7D3FE
cr_combi_region_skjold		emp	false		7A0538
cr_combi_region_seagrave_river		emp	false		000000
cr_combi_region_ihan_gate_1		emp	false		B3C66B
cr_combi_region_ihan_gate_2		emp	false		C19A7D
cr_combi_region_ungvarrskarr		emp	false		11839C
cr_combi_region_tower_of_tranquility		emp	false		93AA46
cr_combi_region_the_dragon_shallows		emp	false		000000
cr_combi_region_bay_of_wrecks		emp	false		000000
cr_combi_region_sea_of_dusk		emp	false		000000
cr_combi_region_river_talbec		emp	false		000000
cr_combi_region_avauka		emp	false		97C9FC
cr_combi_region_preenn		emp	false		1AC663
cr_combi_region_dai_loa		emp	false		5E247F
cr_combi_region_leilou		emp	false		D07C1F
cr_combi_region_long_vi		emp	false		0D2B88
cr_combi_region_dhaygon		emp	false		3E5664
cr_combi_region_fort_khryse		emp	false		F85446
cr_combi_region_kuthen		emp	false		9A57E9
cr_combi_region_carcosah		emp	false		A14BC3
cr_combi_region_skon_basin		emp	false		AED563
cr_combi_region_ekthita		emp	false		F198B3
cr_combi_region_tambang		emp	false		56C0D3
cr_combi_region_rekan		emp	false		7B45E6
cr_combi_region_preyveer		emp	false		5A0C1C
cr_combi_region_sinsay		emp	false		1CB470
cr_combi_region_sipsaat		emp	false		F5224F
cr_combi_region_nagara_ishsva		emp	false		770849
cr_combi_region_morakot		emp	false		5C89A2
cr_combi_region_phenom		emp	false		668DDC
cr_combi_region_tor_hellenar		emp	false		801CCC
cr_combi_region_sanmal		emp	false		06743E
cr_combi_region_mata_mire		emp	false		4C26C6
cr_combi_region_hewn		emp	false		E05F14
cr_combi_region_sartorn		emp	false		5CDDA8
cr_combi_region_sanctuary_of_lies		emp	false		3B5E1F
cr_combi_region_soglap		emp	false		DE6E26
cr_combi_region_souphanousiphon		emp	false		C98687
cr_combi_region_sangirun		emp	false		B34910
cr_combi_region_melay		emp	false		EF6E90
cr_combi_region_tanah_lic		emp	false		180278
cr_combi_region_caves_of_eystri_obygdir		emp	false		9BC9EB
cr_combi_region_naknakorn		emp	false		458B16
cr_combi_region_black_telemetron_array		emp	false		FB018F
cr_combi_region_junkselon		emp	false		B5D0F8
cr_combi_region_kasar		emp	false		617118
cr_combi_region_kompot		emp	false		D93819
cr_combi_region_santiaogou		emp	false		6009C5
cr_combi_region_lan_fang		emp	false		90EDFC
cr_combi_region_ronopura		emp	false		61A911
cr_combi_region_bontallo		emp	false		8ADDF8
cr_combi_region_tigercage_isle		emp	false		9ECABC
cr_combi_region_mount_ceno		emp	false		555F31
cr_combi_region_lantern_of_lies		emp	false		A494D5
cr_combi_region_tor_larha		emp	false		4DFACA
cr_combi_region_haemorrhagia		emp	false		C0DDB8
cr_combi_region_tzelkors_maw		emp	false		2F9453
cr_combi_region_lurid_bastion		emp	false		8905DA
cr_combi_region_starmetal_cemetery		emp	false		333A4F
cr_combi_region_shrine_of_the_last_smile		emp	false		F622D4
cr_combi_region_cradle_of_ashen_joy		emp	false		4602D6
cr_combi_region_hollow_benediction		emp	false		8A4450
cr_combi_region_zamoski		emp	false		2B3DAA
cr_combi_region_golgfags_monument		emp	false		21D512
cr_combi_region_fort_dolganyeir		emp	false		54B3CE
cr_combi_region_great_matar_river		emp	false		000000
cr_combi_region_black_field		emp	false		000000
cr_combi_region_coast_of_khuresh_west		emp	false		000000
cr_combi_region_fiend_coast		emp	false		000000
cr_combi_region_fiend_coast_east		emp	false		000000
cr_combi_region_pulsing_heart		emp	false		000000
cr_combi_region_the_makers_artery		emp	false		000000
cr_combi_region_the_grey		emp	false		F0ABD0
cr_combi_region_fiend_coast_mid		emp	false		000000
cr_combi_region_monolith_of_rahuketu		emp	false		5681C0
cr_combi_region_inds_end		emp	false		000000
cr_combi_region_temple_of_heama		emp	false		7641E2
