key	owner_bundle	faction_swapping_id	hidden_settlement_override	terrain_patch_area	unnamed colour group_1
cr_combi_region_nippon_4_2		emp	false		79C554
cr_combi_region_nippon_5_1		emp	false		BDEF5C
cr_combi_region_nippon_5_2		emp	false		978918
cr_combi_region_nippon_5_3		emp	false		0DAD12
cr_combi_region_elithis_2_1		emp	false		76BE87
cr_combi_region_hendaye		emp	false		C7169F
cr_combi_region_tancred_castle		emp	false		14A99F
cr_combi_region_lions_den		emp	false		6DB46B
cr_combi_region_isles_of_the_monkey_king		emp	false		6BA814
cr_combi_region_bone_island		emp	false		54FB05
cr_combi_region_bone_island_coast		emp	false		000000
cr_combi_region_monkey_king_coast		emp	false		000000
